System,Package,Module,Smell,Line Ini,Line Fin
Scylla,django.django.db.models,query,Large class,1251,1373
Scylla,django.django.db.models,query,Large class,1373,1415
Scylla,django.django.db.models,query,Large class,1656,1764
Scylla,django.django.db.models,query,Large class,1213,1251
Scylla,django.django.db.models,query_utils,Long parameter list,87,87
Scylla,django.django.db.models,query_utils,Long method,39,42
Scylla,django.django.db.models,query_utils,Long method,97,108
Scylla,django.django.db.models,query_utils,Long method,109,115
Scylla,django.django.db.models,query_utils,Long method,124,150
Scylla,django.django.db.models,query_utils,Long method,158,171
Scylla,django.django.db.models,query_utils,Long method,172,208
Scylla,django.django.db.models,query_utils,Long method,212,248
Scylla,django.django.db.models,query_utils,Long method,254,265
Scylla,django.django.db.models,query_utils,Large class,116,172
Scylla,django.django.db.models,query_utils,Large class,43,116
Scylla,django.django.db.models,signals,Long method,20,32
Scylla,django.django.db.models,signals,Long method,33,52
Scylla,django.django.db.models,signals,Large class,9,53
Scylla,django.django.db.models,__init__,Long method,27,45
Scylla,django.django.db.models,__init__,Long method,50,56
